id,month,region_type,region_name,country,source,ns,s
25542,2020-06-01,DOMAIN,bCoV_viroporin,Denmark,GISAID,108,1
25543,2020-06-01,DOMAIN,bCoV_viroporin,Equatorial Guinea,GISAID,3,1
25544,2020-06-01,DOMAIN,bCoV_viroporin,Finland,GISAID,7,1
25545,2020-06-01,DOMAIN,bCoV_viroporin,Germany,GISAID,268,4
25546,2020-06-01,DOMAIN,bCoV_viroporin,Guatemala,GISAID,1,1
25547,2020-06-01,DOMAIN,bCoV_viroporin,India,GISAID,484,31
25548,2020-06-01,DOMAIN,bCoV_viroporin,Indonesia,GISAID,27,3
25549,2020-06-01,DOMAIN,bCoV_viroporin,Italy,GISAID,15,1
25550,2020-06-01,DOMAIN,bCoV_viroporin,Luxembourg,GISAID,2,1
25551,2020-06-01,DOMAIN,bCoV_viroporin,Mexico,GISAID,36,9
25552,2020-06-01,DOMAIN,bCoV_viroporin,Netherlands,GISAID,103,1
25553,2020-06-01,DOMAIN,bCoV_viroporin,New Zealand,GISAID,3,1
25554,2020-06-01,DOMAIN,bCoV_viroporin,Nigeria,GISAID,17,1
25555,2020-06-01,DOMAIN,bCoV_viroporin,Not available,GISAID,242,4
25556,2020-06-01,DOMAIN,bCoV_viroporin,Oman,GISAID,1,10
25557,2020-06-01,DOMAIN,bCoV_viroporin,Portugal,GISAID,5,1
25558,2020-06-01,DOMAIN,bCoV_viroporin,Qatar,GISAID,153,2
25559,2020-06-01,DOMAIN,bCoV_viroporin,Russian Federation,GISAID,9,3
25560,2020-06-01,DOMAIN,bCoV_viroporin,Saudi Arabia,GISAID,206,2
25561,2020-06-01,DOMAIN,bCoV_viroporin,Senegal,GISAID,7,2
25562,2020-06-01,DOMAIN,bCoV_viroporin,Singapore,GISAID,12,2
25563,2020-06-01,DOMAIN,bCoV_viroporin,South Africa,GISAID,13,3
25564,2020-06-01,DOMAIN,bCoV_viroporin,Spain,GISAID,30,1
25565,2020-06-01,DOMAIN,bCoV_viroporin,Sri Lanka,GISAID,0,1
25566,2020-06-01,DOMAIN,bCoV_viroporin,Sweden,GISAID,36,3
25567,2020-06-01,DOMAIN,bCoV_viroporin,Switzerland,GISAID,5,2
25568,2020-06-01,DOMAIN,bCoV_viroporin,Turkey,GISAID,14,1
25569,2020-06-01,DOMAIN,bCoV_viroporin,United Arab Emirates,GISAID,43,9
25570,2020-06-01,DOMAIN,bCoV_viroporin,United Kingdom,GISAID,822,98
25571,2020-06-01,DOMAIN,bCoV_viroporin,United States,GISAID,8498,241
25572,2020-06-01,DOMAIN,bCoV_viroporin,Zambia,GISAID,1,1
25573,2020-06-01,DOMAIN,CoV_E,Australia,GISAID,0,1
25574,2020-06-01,DOMAIN,CoV_E,Bangladesh,GISAID,3,2
25575,2020-06-01,DOMAIN,CoV_E,Brazil,GISAID,3,1
25576,2020-06-01,DOMAIN,CoV_E,Denmark,GISAID,0,1
25577,2020-06-01,DOMAIN,CoV_E,France,GISAID,1,4
25578,2020-06-01,DOMAIN,CoV_E,Germany,GISAID,1,15
25579,2020-06-01,DOMAIN,CoV_E,Hong Kong,GISAID,0,1
25580,2020-06-01,DOMAIN,CoV_E,India,GISAID,3,5
25581,2020-06-01,DOMAIN,CoV_E,Japan,GISAID,0,1
25582,2020-06-01,DOMAIN,CoV_E,Mexico,GISAID,0,1
25583,2020-06-01,DOMAIN,CoV_E,Netherlands,GISAID,1,19
25584,2020-06-01,DOMAIN,CoV_E,Nigeria,GISAID,1,1
25585,2020-06-01,DOMAIN,CoV_E,Pakistan,GISAID,0,2
25586,2020-06-01,DOMAIN,CoV_E,"Palestine, State of",GISAID,0,1
25587,2020-06-01,DOMAIN,CoV_E,Panama,GISAID,0,1
25588,2020-06-01,DOMAIN,CoV_E,Qatar,GISAID,0,1
25589,2020-06-01,DOMAIN,CoV_E,Spain,GISAID,1,1
25590,2020-06-01,DOMAIN,CoV_E,Sweden,GISAID,0,1
25591,2020-06-01,DOMAIN,CoV_E,United Kingdom,GISAID,25,12
25592,2020-06-01,DOMAIN,CoV_E,United States,GISAID,13,27
25593,2020-06-01,DOMAIN,CoV_M,Afghanistan,GISAID,0,2
25594,2020-06-01,DOMAIN,CoV_M,Algeria,GISAID,0,2
25595,2020-06-01,DOMAIN,CoV_M,Argentina,GISAID,0,2
25596,2020-06-01,DOMAIN,CoV_M,Australia,GISAID,1,29
25597,2020-06-01,DOMAIN,CoV_M,Bangladesh,GISAID,3,32
25598,2020-06-01,DOMAIN,CoV_M,Belgium,GISAID,1,6
25599,2020-06-01,DOMAIN,CoV_M,Brazil,GISAID,6,6
25600,2020-06-01,DOMAIN,CoV_M,Canada,GISAID,0,4
25601,2020-06-01,DOMAIN,CoV_M,Denmark,GISAID,3,3
25602,2020-06-01,DOMAIN,CoV_M,Djibouti,GISAID,0,1
25603,2020-06-01,DOMAIN,CoV_M,Egypt,GISAID,0,26
25604,2020-06-01,DOMAIN,CoV_M,Equatorial Guinea,GISAID,0,1
25605,2020-06-01,DOMAIN,CoV_M,France,GISAID,0,5
25606,2020-06-01,DOMAIN,CoV_M,Germany,GISAID,4,3
25607,2020-06-01,DOMAIN,CoV_M,Hong Kong,GISAID,0,6
25608,2020-06-01,DOMAIN,CoV_M,Hungary,GISAID,1,1
25609,2020-06-01,DOMAIN,CoV_M,India,GISAID,16,341
25610,2020-06-01,DOMAIN,CoV_M,Indonesia,GISAID,1,26
25611,2020-06-01,DOMAIN,CoV_M,"Iran, Islamic Republic of",GISAID,0,1
25612,2020-06-01,DOMAIN,CoV_M,Israel,GISAID,2,1
25613,2020-06-01,DOMAIN,CoV_M,Japan,GISAID,3,9
25614,2020-06-01,DOMAIN,CoV_M,Jordan,GISAID,0,1
25615,2020-06-01,DOMAIN,CoV_M,Malaysia,GISAID,5,1
25616,2020-06-01,DOMAIN,CoV_M,Mexico,GISAID,6,12
25617,2020-06-01,DOMAIN,CoV_M,Netherlands,GISAID,1,20
25618,2020-06-01,DOMAIN,CoV_M,New Zealand,GISAID,0,3
25619,2020-06-01,DOMAIN,CoV_M,Nigeria,GISAID,1,9
25620,2020-06-01,DOMAIN,CoV_M,Not available,GISAID,1,3
25621,2020-06-01,DOMAIN,CoV_M,Oman,GISAID,0,1
25622,2020-06-01,DOMAIN,CoV_M,Pakistan,GISAID,2,17
25623,2020-06-01,DOMAIN,CoV_M,Panama,GISAID,0,3
25624,2020-06-01,DOMAIN,CoV_M,Qatar,GISAID,3,12
25625,2020-06-01,DOMAIN,CoV_M,Russian Federation,GISAID,0,6
25626,2020-06-01,DOMAIN,CoV_M,Saudi Arabia,GISAID,1,203
25627,2020-06-01,DOMAIN,CoV_M,Senegal,GISAID,0,2
25628,2020-06-01,DOMAIN,CoV_M,Singapore,GISAID,1,2
25629,2020-06-01,DOMAIN,CoV_M,South Africa,GISAID,0,9
25630,2020-06-01,DOMAIN,CoV_M,Spain,GISAID,0,1
25631,2020-06-01,DOMAIN,CoV_M,Sri Lanka,GISAID,0,1
25632,2020-06-01,DOMAIN,CoV_M,Sweden,GISAID,0,1
25633,2020-06-01,DOMAIN,CoV_M,Turkey,GISAID,0,3
25634,2020-06-01,DOMAIN,CoV_M,United Arab Emirates,GISAID,0,5
25635,2020-06-01,DOMAIN,CoV_M,United Kingdom,GISAID,90,332
25636,2020-06-01,DOMAIN,CoV_M,United States,GISAID,93,511
25637,2020-06-01,DOMAIN,CoV_Methyltr_1,Algeria,GISAID,1,2
25638,2020-06-01,DOMAIN,CoV_Methyltr_1,Argentina,GISAID,1,2
25639,2020-06-01,DOMAIN,CoV_Methyltr_1,Australia,GISAID,20,5
25640,2020-06-01,DOMAIN,CoV_Methyltr_1,Bangladesh,GISAID,12,4
25641,2020-06-01,DOMAIN,CoV_Methyltr_1,Belgium,GISAID,9,1
25642,2020-06-01,DOMAIN,CoV_Methyltr_1,Brazil,GISAID,20,42
25643,2020-06-01,DOMAIN,CoV_Methyltr_1,Burkina Faso,GISAID,0,3
25644,2020-06-01,DOMAIN,CoV_Methyltr_1,Canada,GISAID,5,9
25645,2020-06-01,DOMAIN,CoV_Methyltr_1,Chile,GISAID,11,2
25646,2020-06-01,DOMAIN,CoV_Methyltr_1,Denmark,GISAID,3,1
25647,2020-06-01,DOMAIN,CoV_Methyltr_1,Egypt,GISAID,11,7
25648,2020-06-01,DOMAIN,CoV_Methyltr_1,Equatorial Guinea,GISAID,0,1
25649,2020-06-01,DOMAIN,CoV_Methyltr_1,Germany,GISAID,73,212
25650,2020-06-01,DOMAIN,CoV_Methyltr_1,Guatemala,GISAID,0,1
25651,2020-06-01,DOMAIN,CoV_Methyltr_1,India,GISAID,160,30
25652,2020-06-01,DOMAIN,CoV_Methyltr_1,"Iran, Islamic Republic of",GISAID,0,3
25653,2020-06-01,DOMAIN,CoV_Methyltr_1,Israel,GISAID,16,1
25654,2020-06-01,DOMAIN,CoV_Methyltr_1,Italy,GISAID,1,3
25655,2020-06-01,DOMAIN,CoV_Methyltr_1,Japan,GISAID,8,3
25656,2020-06-01,DOMAIN,CoV_Methyltr_1,Kenya,GISAID,6,4
25657,2020-06-01,DOMAIN,CoV_Methyltr_1,Lebanon,GISAID,0,3
25658,2020-06-01,DOMAIN,CoV_Methyltr_1,Mexico,GISAID,24,10
25659,2020-06-01,DOMAIN,CoV_Methyltr_1,Netherlands,GISAID,31,8
25660,2020-06-01,DOMAIN,CoV_Methyltr_1,Nigeria,GISAID,9,1
25661,2020-06-01,DOMAIN,CoV_Methyltr_1,North Macedonia,GISAID,6,3
25662,2020-06-01,DOMAIN,CoV_Methyltr_1,Pakistan,GISAID,5,1
25663,2020-06-01,DOMAIN,CoV_Methyltr_1,Panama,GISAID,2,3
25664,2020-06-01,DOMAIN,CoV_Methyltr_1,Peru,GISAID,7,2
25665,2020-06-01,DOMAIN,CoV_Methyltr_1,Portugal,GISAID,2,3
25666,2020-06-01,DOMAIN,CoV_Methyltr_1,Qatar,GISAID,7,7
25667,2020-06-01,DOMAIN,CoV_Methyltr_1,Russian Federation,GISAID,3,4
25668,2020-06-01,DOMAIN,CoV_Methyltr_1,Saudi Arabia,GISAID,4,3
25669,2020-06-01,DOMAIN,CoV_Methyltr_1,Senegal,GISAID,7,1
25670,2020-06-01,DOMAIN,CoV_Methyltr_1,Slovenia,GISAID,3,1
25671,2020-06-01,DOMAIN,CoV_Methyltr_1,South Africa,GISAID,6,5
25672,2020-06-01,DOMAIN,CoV_Methyltr_1,Spain,GISAID,7,76
25673,2020-06-01,DOMAIN,CoV_Methyltr_1,Sweden,GISAID,9,8
25674,2020-06-01,DOMAIN,CoV_Methyltr_1,Turkey,GISAID,0,1
25675,2020-06-01,DOMAIN,CoV_Methyltr_1,United Arab Emirates,GISAID,32,7
25676,2020-06-01,DOMAIN,CoV_Methyltr_1,United Kingdom,GISAID,658,432
25677,2020-06-01,DOMAIN,CoV_Methyltr_1,United States,GISAID,664,477
25678,2020-06-01,DOMAIN,CoV_Methyltr_1,Zambia,GISAID,2,3
25679,2020-06-01,DOMAIN,CoV_Methyltr_1,Zimbabwe,GISAID,0,3
25680,2020-06-01,DOMAIN,CoV_Methyltr_2,Algeria,GISAID,0,1
25681,2020-06-01,DOMAIN,CoV_Methyltr_2,Argentina,GISAID,0,3
25682,2020-06-01,DOMAIN,CoV_Methyltr_2,Australia,GISAID,2,3
25683,2020-06-01,DOMAIN,CoV_Methyltr_2,Bangladesh,GISAID,1,9
25684,2020-06-01,DOMAIN,CoV_Methyltr_2,Belgium,GISAID,9,1
25685,2020-06-01,DOMAIN,CoV_Methyltr_2,Brazil,GISAID,6,5
25686,2020-06-01,DOMAIN,CoV_Methyltr_2,Canada,GISAID,0,6
25687,2020-06-01,DOMAIN,CoV_Methyltr_2,Colombia,GISAID,0,1
25688,2020-06-01,DOMAIN,CoV_Methyltr_2,Denmark,GISAID,0,12
25689,2020-06-01,DOMAIN,CoV_Methyltr_2,Egypt,GISAID,4,1
25690,2020-06-01,DOMAIN,CoV_Methyltr_2,Finland,GISAID,0,1
25691,2020-06-01,DOMAIN,CoV_Methyltr_2,Guinea,GISAID,0,6
25692,2020-06-01,DOMAIN,CoV_Methyltr_2,Hong Kong,GISAID,0,1
25693,2020-06-01,DOMAIN,CoV_Methyltr_2,India,GISAID,22,8
25694,2020-06-01,DOMAIN,CoV_Methyltr_2,"Iran, Islamic Republic of",GISAID,0,1
25695,2020-06-01,DOMAIN,CoV_Methyltr_2,Kenya,GISAID,1,1
25696,2020-06-01,DOMAIN,CoV_Methyltr_2,Luxembourg,GISAID,0,1
25697,2020-06-01,DOMAIN,CoV_Methyltr_2,Mexico,GISAID,2,4
25698,2020-06-01,DOMAIN,CoV_Methyltr_2,Netherlands,GISAID,16,1
25699,2020-06-01,DOMAIN,CoV_Methyltr_2,North Macedonia,GISAID,2,1
25700,2020-06-01,DOMAIN,CoV_Methyltr_2,Not available,GISAID,0,1
25701,2020-06-01,DOMAIN,CoV_Methyltr_2,Portugal,GISAID,15,2
25702,2020-06-01,DOMAIN,CoV_Methyltr_2,Saudi Arabia,GISAID,0,5
25703,2020-06-01,DOMAIN,CoV_Methyltr_2,South Africa,GISAID,0,5
25704,2020-06-01,DOMAIN,CoV_Methyltr_2,Spain,GISAID,1,6
25705,2020-06-01,DOMAIN,CoV_Methyltr_2,Suriname,GISAID,0,1
25706,2020-06-01,DOMAIN,CoV_Methyltr_2,Sweden,GISAID,7,4
25707,2020-06-01,DOMAIN,CoV_Methyltr_2,Ukraine,GISAID,0,1
25708,2020-06-01,DOMAIN,CoV_Methyltr_2,United Arab Emirates,GISAID,2,31
25709,2020-06-01,DOMAIN,CoV_Methyltr_2,United Kingdom,GISAID,39,161
25710,2020-06-01,DOMAIN,CoV_Methyltr_2,United States,GISAID,202,113
25711,2020-06-01,DOMAIN,CoV_NSP10,Australia,GISAID,0,1
25712,2020-06-01,DOMAIN,CoV_NSP10,Bangladesh,GISAID,0,3
25713,2020-06-01,DOMAIN,CoV_NSP10,Brazil,GISAID,1,3
25714,2020-06-01,DOMAIN,CoV_NSP10,Germany,GISAID,0,4
25715,2020-06-01,DOMAIN,CoV_NSP10,India,GISAID,7,10
25716,2020-06-01,DOMAIN,CoV_NSP10,Japan,GISAID,0,1
25717,2020-06-01,DOMAIN,CoV_NSP10,Kenya,GISAID,0,1
25718,2020-06-01,DOMAIN,CoV_NSP10,Luxembourg,GISAID,0,1
25719,2020-06-01,DOMAIN,CoV_NSP10,Mexico,GISAID,1,37
25720,2020-06-01,DOMAIN,CoV_NSP10,Netherlands,GISAID,0,17
25721,2020-06-01,DOMAIN,CoV_NSP10,Panama,GISAID,1,3
25722,2020-06-01,DOMAIN,CoV_NSP10,Qatar,GISAID,1,1
25723,2020-06-01,DOMAIN,CoV_NSP10,Russian Federation,GISAID,0,3
25724,2020-06-01,DOMAIN,CoV_NSP10,Saudi Arabia,GISAID,0,1
25725,2020-06-01,DOMAIN,CoV_NSP10,Senegal,GISAID,0,3
25726,2020-06-01,DOMAIN,CoV_NSP10,Singapore,GISAID,3,3
25727,2020-06-01,DOMAIN,CoV_NSP10,Sweden,GISAID,0,1
25728,2020-06-01,DOMAIN,CoV_NSP10,Ukraine,GISAID,0,3
25729,2020-06-01,DOMAIN,CoV_NSP10,United Kingdom,GISAID,56,66
25730,2020-06-01,DOMAIN,CoV_NSP10,United States,GISAID,39,168
25731,2020-06-01,DOMAIN,CoV_NSP15_C,Bangladesh,GISAID,3,1
25732,2020-06-01,DOMAIN,CoV_NSP15_C,Canada,GISAID,1,1
25733,2020-06-01,DOMAIN,CoV_NSP15_C,Denmark,GISAID,0,2
25734,2020-06-01,DOMAIN,CoV_NSP15_C,Germany,GISAID,1,5
25735,2020-06-01,DOMAIN,CoV_NSP15_C,India,GISAID,15,9
25736,2020-06-01,DOMAIN,CoV_NSP15_C,Mexico,GISAID,2,2
25737,2020-06-01,DOMAIN,CoV_NSP15_C,Netherlands,GISAID,0,6
25738,2020-06-01,DOMAIN,CoV_NSP15_C,Not available,GISAID,1,1
25739,2020-06-01,DOMAIN,CoV_NSP15_C,Peru,GISAID,0,1
25740,2020-06-01,DOMAIN,CoV_NSP15_C,Portugal,GISAID,0,1
25741,2020-06-01,DOMAIN,CoV_NSP15_C,South Africa,GISAID,4,8
25742,2020-06-01,DOMAIN,CoV_NSP15_C,Spain,GISAID,4,2
25743,2020-06-01,DOMAIN,CoV_NSP15_C,United Kingdom,GISAID,59,24
25744,2020-06-01,DOMAIN,CoV_NSP15_C,United States,GISAID,141,18
25745,2020-06-01,DOMAIN,CoV_NSP15_C,Zambia,GISAID,0,1
25746,2020-06-01,DOMAIN,CoV_NSP15_C,Zimbabwe,GISAID,0,1
25747,2020-06-01,DOMAIN,CoV_NSP15_M,Brazil,GISAID,0,1
25748,2020-06-01,DOMAIN,CoV_NSP15_M,India,GISAID,14,3
25749,2020-06-01,DOMAIN,CoV_NSP15_M,Israel,GISAID,0,1
25750,2020-06-01,DOMAIN,CoV_NSP15_M,Italy,GISAID,2,2
25751,2020-06-01,DOMAIN,CoV_NSP15_M,Mexico,GISAID,0,1
25752,2020-06-01,DOMAIN,CoV_NSP15_M,Netherlands,GISAID,0,1
25753,2020-06-01,DOMAIN,CoV_NSP15_M,Panama,GISAID,1,1
25754,2020-06-01,DOMAIN,CoV_NSP15_M,Qatar,GISAID,0,1
25755,2020-06-01,DOMAIN,CoV_NSP15_M,Russian Federation,GISAID,0,17
25756,2020-06-01,DOMAIN,CoV_NSP15_M,Turkey,GISAID,1,1
25757,2020-06-01,DOMAIN,CoV_NSP15_M,United Arab Emirates,GISAID,0,1
25758,2020-06-01,DOMAIN,CoV_NSP15_M,United Kingdom,GISAID,51,12
25759,2020-06-01,DOMAIN,CoV_NSP15_M,United States,GISAID,49,10
25760,2020-06-01,DOMAIN,CoV_NSP15_M,Zambia,GISAID,0,1
25761,2020-06-01,DOMAIN,CoV_NSP15_N,Australia,GISAID,1,6
25762,2020-06-01,DOMAIN,CoV_NSP15_N,Brazil,GISAID,4,1
25763,2020-06-01,DOMAIN,CoV_NSP15_N,Congo,GISAID,0,1
25764,2020-06-01,DOMAIN,CoV_NSP15_N,India,GISAID,8,11
25765,2020-06-01,DOMAIN,CoV_NSP15_N,United Kingdom,GISAID,11,4
25766,2020-06-01,DOMAIN,CoV_NSP15_N,United States,GISAID,33,29
25767,2020-06-01,DOMAIN,CoV_NSP2_C,Algeria,GISAID,5,1
25768,2020-06-01,DOMAIN,CoV_NSP2_C,Australia,GISAID,18,6
25769,2020-06-01,DOMAIN,CoV_NSP2_C,Bangladesh,GISAID,4,5
25770,2020-06-01,DOMAIN,CoV_NSP2_C,Brazil,GISAID,2,4
25771,2020-06-01,DOMAIN,CoV_NSP2_C,Canada,GISAID,63,3
25772,2020-06-01,DOMAIN,CoV_NSP2_C,Chile,GISAID,1,1
25773,2020-06-01,DOMAIN,CoV_NSP2_C,Colombia,GISAID,0,5
25774,2020-06-01,DOMAIN,CoV_NSP2_C,Denmark,GISAID,72,2
25775,2020-06-01,DOMAIN,CoV_NSP2_C,Egypt,GISAID,0,2
25776,2020-06-01,DOMAIN,CoV_NSP2_C,France,GISAID,9,1
25777,2020-06-01,DOMAIN,CoV_NSP2_C,India,GISAID,23,6
25778,2020-06-01,DOMAIN,CoV_NSP2_C,Indonesia,GISAID,1,2
25779,2020-06-01,DOMAIN,CoV_NSP2_C,Italy,GISAID,0,2
25780,2020-06-01,DOMAIN,CoV_NSP2_C,Japan,GISAID,3,3
25781,2020-06-01,DOMAIN,CoV_NSP2_C,Kenya,GISAID,17,2
25782,2020-06-01,DOMAIN,CoV_NSP2_C,Mexico,GISAID,17,1
25783,2020-06-01,DOMAIN,CoV_NSP2_C,North Macedonia,GISAID,0,1
25784,2020-06-01,DOMAIN,CoV_NSP2_C,Russian Federation,GISAID,3,2
25785,2020-06-01,DOMAIN,CoV_NSP2_C,Saudi Arabia,GISAID,3,1
25786,2020-06-01,DOMAIN,CoV_NSP2_C,Singapore,GISAID,5,3
25787,2020-06-01,DOMAIN,CoV_NSP2_C,Suriname,GISAID,0,1
25788,2020-06-01,DOMAIN,CoV_NSP2_C,United Arab Emirates,GISAID,1,1
25789,2020-06-01,DOMAIN,CoV_NSP2_C,United Kingdom,GISAID,147,42
25790,2020-06-01,DOMAIN,CoV_NSP2_C,United States,GISAID,6823,351
25791,2020-06-01,DOMAIN,CoV_NSP2_C,Zambia,GISAID,1,1
25792,2020-06-01,DOMAIN,CoV_NSP2_N,Algeria,GISAID,0,1
25793,2020-06-01,DOMAIN,CoV_NSP2_N,Argentina,GISAID,1,2
25794,2020-06-01,DOMAIN,CoV_NSP2_N,Australia,GISAID,2,2
25795,2020-06-01,DOMAIN,CoV_NSP2_N,Bahrain,GISAID,1,1
25796,2020-06-01,DOMAIN,CoV_NSP2_N,Bangladesh,GISAID,1,7
25797,2020-06-01,DOMAIN,CoV_NSP2_N,Belgium,GISAID,0,2
25798,2020-06-01,DOMAIN,CoV_NSP2_N,Brazil,GISAID,3,7
25799,2020-06-01,DOMAIN,CoV_NSP2_N,Canada,GISAID,2,1
25800,2020-06-01,DOMAIN,CoV_NSP2_N,Chile,GISAID,2,2
25801,2020-06-01,DOMAIN,CoV_NSP2_N,Côte d'Ivoire,GISAID,0,1
25802,2020-06-01,DOMAIN,CoV_NSP2_N,France,GISAID,0,1
25803,2020-06-01,DOMAIN,CoV_NSP2_N,Georgia,GISAID,0,1
25804,2020-06-01,DOMAIN,CoV_NSP2_N,Hong Kong,GISAID,0,3
25805,2020-06-01,DOMAIN,CoV_NSP2_N,India,GISAID,17,6
25806,2020-06-01,DOMAIN,CoV_NSP2_N,Israel,GISAID,1,20
25807,2020-06-01,DOMAIN,CoV_NSP2_N,Italy,GISAID,1,2
25808,2020-06-01,DOMAIN,CoV_NSP2_N,Kenya,GISAID,4,1
25809,2020-06-01,DOMAIN,CoV_NSP2_N,Luxembourg,GISAID,0,7
25810,2020-06-01,DOMAIN,CoV_NSP2_N,Mexico,GISAID,5,3
25811,2020-06-01,DOMAIN,CoV_NSP2_N,Netherlands,GISAID,2,10
25812,2020-06-01,DOMAIN,CoV_NSP2_N,North Macedonia,GISAID,3,2
25813,2020-06-01,DOMAIN,CoV_NSP2_N,Not available,GISAID,3,1
25814,2020-06-01,DOMAIN,CoV_NSP2_N,Oman,GISAID,0,1
25815,2020-06-01,DOMAIN,CoV_NSP2_N,"Palestine, State of",GISAID,0,1
25816,2020-06-01,DOMAIN,CoV_NSP2_N,Peru,GISAID,1,2
25817,2020-06-01,DOMAIN,CoV_NSP2_N,Portugal,GISAID,0,11
25818,2020-06-01,DOMAIN,CoV_NSP2_N,Qatar,GISAID,2,7
25819,2020-06-01,DOMAIN,CoV_NSP2_N,Slovenia,GISAID,0,1
25820,2020-06-01,DOMAIN,CoV_NSP2_N,South Africa,GISAID,9,3
25821,2020-06-01,DOMAIN,CoV_NSP2_N,Spain,GISAID,3,6
25822,2020-06-01,DOMAIN,CoV_NSP2_N,Sweden,GISAID,1,1
25823,2020-06-01,DOMAIN,CoV_NSP2_N,United Arab Emirates,GISAID,2,2
25824,2020-06-01,DOMAIN,CoV_NSP2_N,United Kingdom,GISAID,175,105
25825,2020-06-01,DOMAIN,CoV_NSP2_N,United States,GISAID,175,208
25826,2020-06-01,DOMAIN,CoV_NSP3_C,Argentina,GISAID,1,2
25827,2020-06-01,DOMAIN,CoV_NSP3_C,Australia,GISAID,10,1
25828,2020-06-01,DOMAIN,CoV_NSP3_C,Bangladesh,GISAID,10,15
25829,2020-06-01,DOMAIN,CoV_NSP3_C,Brazil,GISAID,8,9
25830,2020-06-01,DOMAIN,CoV_NSP3_C,Canada,GISAID,22,10
25831,2020-06-01,DOMAIN,CoV_NSP3_C,Chile,GISAID,5,2
25832,2020-06-01,DOMAIN,CoV_NSP3_C,Costa Rica,GISAID,0,5
25833,2020-06-01,DOMAIN,CoV_NSP3_C,Denmark,GISAID,0,1
25834,2020-06-01,DOMAIN,CoV_NSP3_C,Egypt,GISAID,11,4
25835,2020-06-01,DOMAIN,CoV_NSP3_C,France,GISAID,5,2
25836,2020-06-01,DOMAIN,CoV_NSP3_C,Germany,GISAID,78,2
25837,2020-06-01,DOMAIN,CoV_NSP3_C,Hungary,GISAID,0,2
25838,2020-06-01,DOMAIN,CoV_NSP3_C,India,GISAID,23,193
25839,2020-06-01,DOMAIN,CoV_NSP3_C,Iraq,GISAID,0,1
25840,2020-06-01,DOMAIN,CoV_NSP3_C,Israel,GISAID,1,3
25841,2020-06-01,DOMAIN,CoV_NSP3_C,Italy,GISAID,0,1
25842,2020-06-01,DOMAIN,CoV_NSP3_C,Japan,GISAID,2,1
25843,2020-06-01,DOMAIN,CoV_NSP3_C,Kenya,GISAID,3,2
25844,2020-06-01,DOMAIN,CoV_NSP3_C,Mexico,GISAID,11,4
25845,2020-06-01,DOMAIN,CoV_NSP3_C,Netherlands,GISAID,11,2
25846,2020-06-01,DOMAIN,CoV_NSP3_C,North Macedonia,GISAID,0,1
25847,2020-06-01,DOMAIN,CoV_NSP3_C,Norway,GISAID,1,2
25848,2020-06-01,DOMAIN,CoV_NSP3_C,Not available,GISAID,10,6
25849,2020-06-01,DOMAIN,CoV_NSP3_C,"Palestine, State of",GISAID,0,3
25850,2020-06-01,DOMAIN,CoV_NSP3_C,Panama,GISAID,3,2
25851,2020-06-01,DOMAIN,CoV_NSP3_C,Peru,GISAID,1,1
25852,2020-06-01,DOMAIN,CoV_NSP3_C,Poland,GISAID,1,3
25853,2020-06-01,DOMAIN,CoV_NSP3_C,Qatar,GISAID,3,8
25854,2020-06-01,DOMAIN,CoV_NSP3_C,Saudi Arabia,GISAID,4,1
25855,2020-06-01,DOMAIN,CoV_NSP3_C,Senegal,GISAID,0,4
25856,2020-06-01,DOMAIN,CoV_NSP3_C,Serbia,GISAID,0,1
25857,2020-06-01,DOMAIN,CoV_NSP3_C,Singapore,GISAID,2,1
25858,2020-06-01,DOMAIN,CoV_NSP3_C,South Africa,GISAID,15,4
25859,2020-06-01,DOMAIN,CoV_NSP3_C,Spain,GISAID,3,2
25860,2020-06-01,DOMAIN,CoV_NSP3_C,Suriname,GISAID,0,2
25861,2020-06-01,DOMAIN,CoV_NSP3_C,Sweden,GISAID,4,5
25862,2020-06-01,DOMAIN,CoV_NSP3_C,Switzerland,GISAID,1,1
25863,2020-06-01,DOMAIN,CoV_NSP3_C,Turkey,GISAID,1,1
25864,2020-06-01,DOMAIN,CoV_NSP3_C,Ukraine,GISAID,2,1
25865,2020-06-01,DOMAIN,CoV_NSP3_C,United Arab Emirates,GISAID,2,13
25866,2020-06-01,DOMAIN,CoV_NSP3_C,United Kingdom,GISAID,257,333
25867,2020-06-01,DOMAIN,CoV_NSP3_C,United States,GISAID,344,243
25868,2020-06-01,DOMAIN,CoV_NSP3_C,Uruguay,GISAID,0,1
25869,2020-06-01,DOMAIN,CoV_NSP4_C,Argentina,GISAID,0,1
25870,2020-06-01,DOMAIN,CoV_NSP4_C,Belgium,GISAID,0,1
25871,2020-06-01,DOMAIN,CoV_NSP4_C,Chile,GISAID,0,1
25872,2020-06-01,DOMAIN,CoV_NSP4_C,India,GISAID,2,3
25873,2020-06-01,DOMAIN,CoV_NSP4_C,Kenya,GISAID,2,1
25874,2020-06-01,DOMAIN,CoV_NSP4_C,Mexico,GISAID,2,1
25875,2020-06-01,DOMAIN,CoV_NSP4_C,Netherlands,GISAID,0,1
25876,2020-06-01,DOMAIN,CoV_NSP4_C,Not available,GISAID,0,1
25877,2020-06-01,DOMAIN,CoV_NSP4_C,Romania,GISAID,0,1
25878,2020-06-01,DOMAIN,CoV_NSP4_C,Slovenia,GISAID,0,1
